101,semv,I leopardi bevono il facocero in coppia.,1,I,1,L,O,U,R
101,semv,I leopardi bevono il facocero in coppia.,2,leopardi,8,aviatore,mancanze,tondente,tsngiwox
101,semv,I leopardi bevono il facocero in coppia.,3,bevono,6,audace,canali,plerma,dnjdji
101,semv,I leopardi bevono il facocero in coppia.,4,il,2,va,la,ro,fm
101,semv,I leopardi bevono il facocero in coppia.,5,facocero,8,esibendo,riemerso,glisarno,cwfnlclp
101,semv,I leopardi bevono il facocero in coppia.,6,in,2,la,ho,to,rp
101,semv,I leopardi bevono il facocero in coppia.,7,coppia.,7,ferita.,girare.,grunfo.,civhbh.
101,regular,I leopardi cacciano il facocero in coppia.,1,I,1,L,O,U,G
101,regular,I leopardi cacciano il facocero in coppia.,2,leopardi,8,acrobata,chioccia,stafando,iatorwar
101,regular,I leopardi cacciano il facocero in coppia.,3,cacciano,8,schiverà,scartano,massitro,dalwglwj
101,regular,I leopardi cacciano il facocero in coppia.,4,il,2,un,un,co,fg
101,regular,I leopardi cacciano il facocero in coppia.,5,facocero,8,fioretto,ingoiati,schitigo,brvrbzyl
101,regular,I leopardi cacciano il facocero in coppia.,6,in,2,di,di,fe,tp
101,regular,I leopardi cacciano il facocero in coppia.,7,coppia.,7,scatto.,merito.,cerico.,vxpsne.
101,syntv,I leopardi cacciano la facocero in coppia.,1,I,1,A,O,U,L
101,syntv,I leopardi cacciano la facocero in coppia.,2,leopardi,8,casaccio,presunte,chiseggi,wlqfdghi
101,syntv,I leopardi cacciano la facocero in coppia.,3,cacciano,8,sparerai,esibirsi,ghicisso,rlnetjde
101,syntv,I leopardi cacciano la facocero in coppia.,4,la,2,al,un,co,zb
101,syntv,I leopardi cacciano la facocero in coppia.,5,facocero,8,veterano,giubbino,proderra,pklmrnky
101,syntv,I leopardi cacciano la facocero in coppia.,6,in,2,di,se,de,oc
101,syntv,I leopardi cacciano la facocero in coppia.,7,coppia.,7,sabato.,rimane.,algisi.,mslpqa.
102,semv,Il camaleonte cambia il ragno nel bosco.,1,Il,2,La,La,Ge,Fl
102,semv,Il camaleonte cambia il ragno nel bosco.,2,camaleonte,10,passeggera,incolpando,desinfante,wyoboolesp
102,semv,Il camaleonte cambia il ragno nel bosco.,3,cambia,6,rapina,secolo,asceli,pnmxgq
102,semv,Il camaleonte cambia il ragno nel bosco.,4,il,2,un,un,be,ub
102,semv,Il camaleonte cambia il ragno nel bosco.,5,ragno,5,arabo,corse,fosce,myetz
102,semv,Il camaleonte cambia il ragno nel bosco.,6,nel,3,che,suo,dil,mmf
102,semv,Il camaleonte cambia il ragno nel bosco.,7,bosco.,6,dorme.,mappa.,asaga.,vgzar.
102,regular,Il camaleonte inghiotte il ragno nel bosco.,1,Il,2,La,La,Bi,Tr
102,regular,Il camaleonte inghiotte il ragno nel bosco.,2,camaleonte,10,cortigiana,lavorerete,romescenti,tpuchkkutq
102,regular,Il camaleonte inghiotte il ragno nel bosco.,3,inghiotte,9,condivise,deliziato,pecchisca,rgnnptsmz
102,regular,Il camaleonte inghiotte il ragno nel bosco.,4,il,2,le,ed,ni,bn
102,regular,Il camaleonte inghiotte il ragno nel bosco.,5,ragno,5,birre,fisso,tapra,pizpb
102,regular,Il camaleonte inghiotte il ragno nel bosco.,6,nel,3,con,mai,nai,coe
102,regular,Il camaleonte inghiotte il ragno nel bosco.,7,bosco.,6,tutti.,calci.,solti.,wzyig.
102,syntv,Il camaleonte inghiotte la ragno nel bosco.,1,Il,2,Un,La,Ni,Cf
102,syntv,Il camaleonte inghiotte la ragno nel bosco.,2,camaleonte,10,pellerossa,indossarla,parnamasso,twuunlmccd
102,syntv,Il camaleonte inghiotte la ragno nel bosco.,3,inghiotte,9,avvertirà,peculiare,recannita,bsnjewoll
102,syntv,Il camaleonte inghiotte la ragno nel bosco.,4,la,2,le,un,ca,xf
102,syntv,Il camaleonte inghiotte la ragno nel bosco.,5,ragno,5,bande,fissa,bunno,gmnju
102,syntv,Il camaleonte inghiotte la ragno nel bosco.,6,nel,3,dei,suo,vol,sgd
102,syntv,Il camaleonte inghiotte la ragno nel bosco.,7,bosco.,6,campi.,canto.,finco.,rifhe.
103,regular,Il camionista guida il furgone nella nebbia.,1,Il,2,La,La,Fi,Wk
103,regular,Il camionista guida il furgone nella nebbia.,2,camionista,10,parrocchia,coincidono,sertaghese,adcnflqlom
103,regular,Il camionista guida il furgone nella nebbia.,3,guida,5,rende,tiene,zotto,zteml
103,regular,Il camionista guida il furgone nella nebbia.,4,il,2,la,di,ri,hn
103,regular,Il camionista guida il furgone nella nebbia.,5,furgone,7,giovane,potesse,parosci,rtqmtcf
103,regular,Il camionista guida il furgone nella nebbia.,6,nella,5,molto,visto,bonfa,rzxsd
103,regular,Il camionista guida il furgone nella nebbia.,7,nebbia.,7,timida.,unirti.,rusama.,myjasp.
103,syntv,Il camionista guida la furgone nella nebbia.,1,Il,2,La,Un,Pi,Sy
103,syntv,Il camionista guida la furgone nella nebbia.,2,camionista,10,condannata,tolleranza,ponzerelle,wqdsgfnvlj
103,syntv,Il camionista guida la furgone nella nebbia.,3,guida,5,tiene,finta,millo,vclwg
103,syntv,Il camionista guida la furgone nella nebbia.,4,la,2,lo,un,en,ry
103,syntv,Il camionista guida la furgone nella nebbia.,5,furgone,7,sguardo,credimi,scetolo,czgfitk
103,syntv,Il camionista guida la furgone nella nebbia.,6,nella,5,sulle,padre,fenna,efmsl
103,syntv,Il camionista guida la furgone nella nebbia.,7,nebbia.,7,nuvole.,iniziò.,racima.,msgflr.
103,semv,Il camionista mangia il furgone nella nebbia.,1,Il,2,La,Un,Ga,Lv
103,semv,Il camionista mangia il furgone nella nebbia.,2,camionista,10,presidenza,sospendere,megistrino,duhnceijnw
103,semv,Il camionista mangia il furgone nella nebbia.,3,mangia,6,prenda,ferita,pamigi,zajekm
103,semv,Il camionista mangia il furgone nella nebbia.,4,il,2,un,la,zo,rk
103,semv,Il camionista mangia il furgone nella nebbia.,5,furgone,7,collega,seguire,pernito,mrtepdk
103,semv,Il camionista mangia il furgone nella nebbia.,6,nella,5,dalle,parte,rusci,svenr
103,semv,Il camionista mangia il furgone nella nebbia.,7,nebbia.,7,camere.,ometto.,folime.,uthgnb.
104,semv,Il cane beve la catena con rabbia.,1,Il,2,La,Lo,Fi,Iq
104,semv,Il cane beve la catena con rabbia.,2,cane,4,luce,dirò,bala,onbj
104,semv,Il cane beve la catena con rabbia.,3,beve,4,vidi,cavi,abbe,fyeh
104,semv,Il cane beve la catena con rabbia.,4,la,2,al,un,en,zk
104,semv,Il cane beve la catena con rabbia.,5,catena,6,tempio,tipico,stogna,keldej
104,semv,Il cane beve la catena con rabbia.,6,con,3,del,per,fer,atk
104,semv,Il cane beve la catena con rabbia.,7,rabbia.,7,morale.,sbagli.,beglia.,omuahb.
104,syntv,Il cane morde il catena con rabbia.,1,Il,2,La,Un,Ba,Fg
104,syntv,Il cane morde il catena con rabbia.,2,cane,4,nave,luce,odro,cjci
104,syntv,Il cane morde il catena con rabbia.,3,morde,5,invia,bullo,atica,dcpkw
104,syntv,Il cane morde il catena con rabbia.,4,il,2,un,di,ta,sl
104,syntv,Il cane morde il catena con rabbia.,5,catena,6,nobile,averci,trenci,oegham
104,syntv,Il cane morde il catena con rabbia.,6,con,3,non,hai,gra,crr
104,syntv,Il cane morde il catena con rabbia.,7,rabbia.,7,famoso.,salire.,somina.,dwqcvk.
104,regular,Il cane morde la catena con rabbia.,1,Il,2,La,Di,Pi,Dr
104,regular,Il cane morde la catena con rabbia.,2,cane,4,pace,voce,guba,lbqn
104,regular,Il cane morde la catena con rabbia.,3,morde,5,tende,agita,minza,wsxmp
104,regular,Il cane morde la catena con rabbia.,4,la,2,al,il,el,os
104,regular,Il cane morde la catena con rabbia.,5,catena,6,legame,sporca,madile,nbtrrk
104,regular,Il cane morde la catena con rabbia.,6,con,3,tra,sul,sal,pmg
104,regular,Il cane morde la catena con rabbia.,7,rabbia.,7,popoli.,eccomi.,gabari.,jpfrpl.
105,regular,Il corriere riceve il pacco dal mittente.,1,Il,2,Un,Do,Ob,Sl
105,regular,Il corriere riceve il pacco dal mittente.,2,corriere,8,estraneo,sposiamo,gressane,zwipzyil
105,regular,Il corriere riceve il pacco dal mittente.,3,riceve,6,spinge,usarlo,merchi,fnewlr
105,regular,Il corriere riceve il pacco dal mittente.,4,il,2,un,un,ci,uz
105,regular,Il corriere riceve il pacco dal mittente.,5,pacco,5,carro,tasse,treci,qardl
105,regular,Il corriere riceve il pacco dal mittente.,6,dal,3,nel,ciò,sar,tte
105,regular,Il corriere riceve il pacco dal mittente.,7,mittente.,9,ruscello.,ciascuna.,coripate.,dqaxpbvi.
105,syntv,Il corriere riceve la pacco dal mittente.,1,Il,2,La,Su,Pe,Rk
105,syntv,Il corriere riceve la pacco dal mittente.,2,corriere,8,contessa,officina,muttiolo,laieodpw
105,syntv,Il corriere riceve la pacco dal mittente.,3,riceve,6,vedeva,appeso,gogine,nfnhhe
105,syntv,Il corriere riceve la pacco dal mittente.,4,la,2,un,in,pi,dc
105,syntv,Il corriere riceve la pacco dal mittente.,5,pacco,5,conte,vuota,tusce,mdlor
105,syntv,Il corriere riceve la pacco dal mittente.,6,dal,3,nel,via,pol,rji
105,syntv,Il corriere riceve la pacco dal mittente.,7,mittente.,9,carretto.,scultura.,cascendo.,mdherqdc.
105,semv,Il corriere suona il pacco dal mittente.,1,Il,2,La,La,Ru,Bm
105,semv,Il corriere suona il pacco dal mittente.,2,corriere,8,sospetta,barbiere,glirassa,zpatmvez
105,semv,Il corriere suona il pacco dal mittente.,3,suona,5,frega,matto,ratre,kteqm
105,semv,Il corriere suona il pacco dal mittente.,4,il,2,un,un,gi,sc
105,semv,Il corriere suona il pacco dal mittente.,5,pacco,5,ladro,mezzi,amose,kbyms
105,semv,Il corriere suona il pacco dal mittente.,6,dal,3,nel,voi,adi,mwx
105,semv,Il corriere suona il pacco dal mittente.,7,mittente.,9,castello.,convegno.,rapetino.,mmzyrcjy.
106,regular,Il cuoco prepara il piatto con rapidità.,1,Il,2,La,Di,Ve,jy
106,regular,Il cuoco prepara il piatto con rapidità.,2,cuoco,5,talpa,botta,tarne,cgenl
106,regular,Il cuoco prepara il piatto con rapidità.,3,prepara,7,tentava,sincera,mongava,vbhseyj
106,regular,Il cuoco prepara il piatto con rapidità.,4,il,2,di,un,pi,nx
106,regular,Il cuoco prepara il piatto con rapidità.,5,piatto,6,rubare,coloro,galaro,egrlkv
106,regular,Il cuoco prepara il piatto con rapidità.,6,con,3,nel,sui,apo,mss
106,regular,Il cuoco prepara il piatto con rapidità.,7,rapidità.,9,cimitero.,giravano.,scarillo.,errtdyha.
106,syntv,Il cuoco prepara la piatto con rapidità.,1,Il,2,La,La,Ni,Hf
106,syntv,Il cuoco prepara la piatto con rapidità.,2,cuoco,5,capra,dicci,proga,zmxkl
106,syntv,Il cuoco prepara la piatto con rapidità.,3,prepara,7,ritorna,parlami,martoni,etdaojq
106,syntv,Il cuoco prepara la piatto con rapidità.,4,la,2,di,un,ge,ic
106,syntv,Il cuoco prepara la piatto con rapidità.,5,piatto,6,lunedì,meriti,crotto,lsempp
106,syntv,Il cuoco prepara la piatto con rapidità.,6,con,3,per,hai,edo,cje
106,syntv,Il cuoco prepara la piatto con rapidità.,7,rapidità.,9,mangiare.,malloppo.,mettisce.,mabcnqlw.
106,semv,Il cuoco scrive il piatto con rapidità.,1,Il,2,Un,La,Bu,Wj
106,semv,Il cuoco scrive il piatto con rapidità.,2,cuoco,5,erede,balli,viate,zycje
106,semv,Il cuoco scrive il piatto con rapidità.,3,scrive,6,brucia,vicolo,marnio,mgkels
106,semv,Il cuoco scrive il piatto con rapidità.,4,il,2,la,un,pa,cg
106,semv,Il cuoco scrive il piatto con rapidità.,5,piatto,6,giacca,miglia,osceti,bsrhdm
106,semv,Il cuoco scrive il piatto con rapidità.,6,con,3,del,per,ane,cdu
106,semv,Il cuoco scrive il piatto con rapidità.,7,rapidità.,9,patologo.,marmotta.,tricheno.,qlcbeual.
107,syntv,Il detective ascolta il vittima della rapina.,1,Il,2,La,Un,Co,Hd
107,syntv,Il detective ascolta il vittima della rapina.,2,detective,9,compagnia,qualunque,fensiglio,dkqynohdj
107,syntv,Il detective ascolta il vittima della rapina.,3,ascolta,7,domanda,piccola,gemonda,sxtastn
107,syntv,Il detective ascolta il vittima della rapina.,4,il,2,al,di,na,eb
107,syntv,Il detective ascolta il vittima della rapina.,5,vittima,7,cliente,sistema,ghibete,jyklqnu
107,syntv,Il detective ascolta il vittima della rapina.,6,della,5,tutto,stato,biale,xfidt
107,syntv,Il detective ascolta il vittima della rapina.,7,rapina.,7,quanto.,alberi.,parghe.,oexbwg.
107,regular,Il detective ascolta la vittima della rapina.,1,Il,2,La,La,Be,Dk
107,regular,Il detective ascolta la vittima della rapina.,2,detective,9,relazione,scommetto,pregrappo,lqwrafjjc
107,regular,Il detective ascolta la vittima della rapina.,3,ascolta,7,importa,chiesto,passena,qzksakh
107,regular,Il detective ascolta la vittima della rapina.,4,la,2,al,un,ge,iz
107,regular,Il detective ascolta la vittima della rapina.,5,vittima,7,giovane,siediti,pascina,brkqkaz
107,regular,Il detective ascolta la vittima della rapina.,6,della,5,molto,tutto,seppo,ijwnc
107,regular,Il detective ascolta la vittima della rapina.,7,rapina.,7,onesto.,gelato.,nestre.,boechq.
107,semv,Il detective compila la vittima della rapina.,1,Il,2,La,Un,Bi,Ap
107,semv,Il detective compila la vittima della rapina.,2,detective,9,decisione,relazione,censiglia,ghunngzhh
107,semv,Il detective compila la vittima della rapina.,3,compila,7,ritarda,suscita,vocendo,uhffrhy
107,semv,Il detective compila la vittima della rapina.,4,la,2,se,il,pa,ow
107,semv,Il detective compila la vittima della rapina.,5,vittima,7,vengono,partita,silvone,cwolver
107,semv,Il detective compila la vittima della rapina.,6,della,5,fatti,detto,stedo,mbmfl
107,semv,Il detective compila la vittima della rapina.,7,rapina.,7,membri.,tunnel.,polera.,fbrgwt.
108,semv,Il direttore convoca la bozza del giornalista.,1,Il,2,La,Si,Fo,Rx
108,semv,Il direttore convoca la bozza del giornalista.,2,direttore,9,fortunata,contrario,diloccare,rlsykkotd
108,semv,Il direttore convoca la bozza del giornalista.,3,convoca,7,sposina,versata,fagnote,lgendee
108,semv,Il direttore convoca la bozza del giornalista.,4,la,2,si,un,co,ef
108,semv,Il direttore convoca la bozza del giornalista.,5,bozza,5,rechi,dilla,marlo,ffvwf
108,semv,Il direttore convoca la bozza del giornalista.,6,del,3,dal,con,tan,uvl
108,semv,Il direttore convoca la bozza del giornalista.,7,giornalista.,12,cancelliere.,reputazione.,vernitaglio.,qtlblaykpdv.
108,syntv,Il direttore corregge il bozza del giornalista.,1,Il,2,La,Ad,Ro,Xe
108,syntv,Il direttore corregge il bozza del giornalista.,2,direttore,9,questione,affogando,noperonte,zbsgqegma
108,syntv,Il direttore corregge il bozza del giornalista.,3,corregge,8,deluderà,ventitrè,sullacce,ttylokmu
108,syntv,Il direttore corregge il bozza del giornalista.,4,il,2,le,su,fi,vb
108,syntv,Il direttore corregge il bozza del giornalista.,5,bozza,5,firme,vinse,renza,gfejb
108,syntv,Il direttore corregge il bozza del giornalista.,6,del,3,più,era,can,dlt
108,syntv,Il direttore corregge il bozza del giornalista.,7,giornalista.,12,interessate.,condividere.,moschestato.,gbdkoeuvbll.
108,regular,Il direttore corregge la bozza del giornalista.,1,Il,2,Un,Un,Vo,Fd
108,regular,Il direttore corregge la bozza del giornalista.,2,direttore,9,ufficiale,terribile,calpetone,vyodbvefu
108,regular,Il direttore corregge la bozza del giornalista.,3,corregge,8,ordinerà,ritrarre,gimascio,lvtekswq
108,regular,Il direttore corregge la bozza del giornalista.,4,la,2,il,mi,bi,hw
108,regular,Il direttore corregge la bozza del giornalista.,5,bozza,5,drone,esiti,gesco,aqyvw
108,regular,Il direttore corregge la bozza del giornalista.,6,del,3,più,per,can,kvx
108,regular,Il direttore corregge la bozza del giornalista.,7,giornalista.,12,eccezionale.,interessato.,progidischi.,ittorgbyivv.
109,semv,Il fabbro assume il tubo su misura.,1,Il,2,Un,Un,Gu,Rg
109,semv,Il fabbro assume il tubo su misura.,2,fabbro,6,notaio,fisici,splito,mjsuyg
109,semv,Il fabbro assume il tubo su misura.,3,assume,6,guardò,gelati,trinfa,ufhqni
109,semv,Il fabbro assume il tubo su misura.,4,il,2,la,di,bo,kd
109,semv,Il fabbro assume il tubo su misura.,5,tubo,4,bara,tema,cato,evtk
109,semv,Il fabbro assume il tubo su misura.,6,su,2,in,ad,ge,sp
109,semv,Il fabbro assume il tubo su misura.,7,misura.,7,piazza.,noioso.,franto.,coqmeo.
109,regular,Il fabbro taglia il tubo su misura.,1,Il,2,Un,La,Ni,Fj
109,regular,Il fabbro taglia il tubo su misura.,2,fabbro,6,cubano,imparo,parone,yefflt
109,regular,Il fabbro taglia il tubo su misura.,3,taglia,6,mostra,miglia,manirà,ljrhmf
109,regular,Il fabbro taglia il tubo su misura.,4,il,2,la,un,ga,xh
109,regular,Il fabbro taglia il tubo su misura.,5,tubo,4,bici,onde,bisi,lvyg
109,regular,Il fabbro taglia il tubo su misura.,6,su,2,al,ad,fi,zs
109,regular,Il fabbro taglia il tubo su misura.,7,misura.,7,cowboy.,eterno.,avilli.,kaumqh.
109,syntv,Il fabbro taglia la tubo su misura.,1,Il,2,La,Lo,Ro,Pg
109,syntv,Il fabbro taglia la tubo su misura.,2,fabbro,6,stirpe,gonfie,leschi,zxijiq
109,syntv,Il fabbro taglia la tubo su misura.,3,taglia,6,merita,errori,chisci,unmfuq
109,syntv,Il fabbro taglia la tubo su misura.,4,la,2,un,di,el,qj
109,syntv,Il fabbro taglia la tubo su misura.,5,tubo,4,eroe,uovo,gena,ihqh
109,syntv,Il fabbro taglia la tubo su misura.,6,su,2,in,fa,be,ze
109,syntv,Il fabbro taglia la tubo su misura.,7,misura.,7,eterno.,adatta.,ronale.,fzmphe.
110,semv,Il falegname critica il chiodo con forza.,1,Il,2,Un,La,Ta,Kf
110,semv,Il falegname critica il chiodo con forza.,2,falegname,9,dittatore,ricominci,screcchio,rtfnsmuiw
110,semv,Il falegname critica il chiodo con forza.,3,critica,7,detesta,venirmi,casteto,cmfhqlp
110,semv,Il falegname critica il chiodo con forza.,4,il,2,la,un,ge,sn
110,semv,Il falegname critica il chiodo con forza.,5,chiodo,6,regina,matura,bovesa,meeppo
110,semv,Il falegname critica il chiodo con forza.,6,con,3,del,cui,cai,keo
110,semv,Il falegname critica il chiodo con forza.,7,forza.,6,mondo.,sotto.,dusse.,crnir.
110,regular,Il falegname martella il chiodo con forza.,1,Il,2,La,La,Co,Hf
110,regular,Il falegname martella il chiodo con forza.,2,falegname,9,sostituta,parallelo,pinotipia,itrvbnmft
110,regular,Il falegname martella il chiodo con forza.,3,martella,8,imparava,nominano,peramoca,fnlaerrp
110,regular,Il falegname martella il chiodo con forza.,4,il,2,la,un,ga,ur
110,regular,Il falegname martella il chiodo con forza.,5,chiodo,6,scheda,intero,stimpa,uhbvfr
110,regular,Il falegname martella il chiodo con forza.,6,con,3,più,hai,epa,cjn
110,regular,Il falegname martella il chiodo con forza.,7,forza.,6,volte.,paura.,clusa.,sjndx.
110,syntv,Il falegname martella la chiodo con forza.,1,Il,2,La,Un,Ri,Sc
110,syntv,Il falegname martella la chiodo con forza.,2,falegname,9,poveretta,tropicale,dalaterni,wcergfbhu
110,syntv,Il falegname martella la chiodo con forza.,3,martella,8,rovesciò,adotterà,locchimo,jcvdftwv
110,syntv,Il falegname martella la chiodo con forza.,4,la,2,un,di,ze,dk
110,syntv,Il falegname martella la chiodo con forza.,5,chiodo,6,budino,ideali,grisca,qdverj
110,syntv,Il falegname martella la chiodo con forza.,6,con,3,sul,hai,gri,sij
110,syntv,Il falegname martella la chiodo con forza.,7,forza.,6,letto.,degli.,sipro.,eaxwr.
111,syntv,Il gatto mangia il quaglia in giardino.,1,Il,2,La,La,Ni,Xt
111,syntv,Il gatto mangia il quaglia in giardino.,2,gatto,5,magia,starò,ralsa,sqkip
111,syntv,Il gatto mangia il quaglia in giardino.,3,mangia,6,bianca,capace,strone,vrnniu
111,syntv,Il gatto mangia il quaglia in giardino.,4,il,2,si,un,ro,bn
111,syntv,Il gatto mangia il quaglia in giardino.,5,quaglia,7,celebra,atterri,frazali,buosixq
111,syntv,Il gatto mangia il quaglia in giardino.,6,in,2,di,lo,fi,rv
111,syntv,Il gatto mangia il quaglia in giardino.,7,giardino.,9,continuo.,potreste.,pantarma.,rvkbjrvh.
111,regular,Il gatto mangia la quaglia in giardino.,1,Il,2,La,Un,Pi,Rh
111,regular,Il gatto mangia la quaglia in giardino.,2,gatto,5,sposa,farvi,brovo,zzbxm
111,regular,Il gatto mangia la quaglia in giardino.,3,mangia,6,prende,vecchi,davari,eoaokb
111,regular,Il gatto mangia la quaglia in giardino.,4,la,2,un,il,fi,cj
111,regular,Il gatto mangia la quaglia in giardino.,5,quaglia,7,lampone,seccare,dossati,iieeksv
111,regular,Il gatto mangia la quaglia in giardino.,6,in,2,di,ma,ar,hl
111,regular,Il gatto mangia la quaglia in giardino.,7,giardino.,9,montagna.,discorso.,sevverno.,vbghtyjl.
111,semv,Il gatto rompe la quaglia in giardino.,1,Il,2,La,Un,To,Pl
111,semv,Il gatto rompe la quaglia in giardino.,2,gatto,5,banda,dillo,duzzo,trcwx
111,semv,Il gatto rompe la quaglia in giardino.,3,rompe,5,trovò,gomme,sulpe,puonw
111,semv,Il gatto rompe la quaglia in giardino.,4,la,2,le,il,ni,wd
111,semv,Il gatto rompe la quaglia in giardino.,5,quaglia,7,collane,negherà,cettisa,cvdotnw
111,semv,Il gatto rompe la quaglia in giardino.,6,in,2,di,ho,na,qm
111,semv,Il gatto rompe la quaglia in giardino.,7,giardino.,9,domenica.,traffico.,apegnano.,ghqpdurn.
112,semv,Il macellaio affila il fegato di maiale.,1,Il,2,Un,La,Ga,Pc
112,semv,Il macellaio affila il fegato di maiale.,2,macellaio,9,musicista,cristiani,namattera,gtrvdnaap
112,semv,Il macellaio affila il fegato di maiale.,3,affila,6,sbarca,gasata,oscare,umldiv
112,semv,Il macellaio affila il fegato di maiale.,4,il,2,in,un,fi,ks
112,semv,Il macellaio affila il fegato di maiale.,5,fegato,6,Africa,civile,porona,qpdrbn
112,semv,Il macellaio affila il fegato di maiale.,6,di,2,un,la,ro,tr
112,semv,Il macellaio affila il fegato di maiale.,7,maiale.,7,lunedì.,offesa.,fucere.,zlpsmy.
112,regular,Il macellaio taglia il fegato di maiale.,1,Il,2,La,Un,Pe,Ot
112,regular,Il macellaio taglia il fegato di maiale.,2,macellaio,9,celebrità,cambiarmi,gessofoni,xayqkvdux
112,regular,Il macellaio taglia il fegato di maiale.,3,taglia,6,scrive,urlare,gicelo,prenfj
112,regular,Il macellaio taglia il fegato di maiale.,4,il,2,al,la,ri,dx
112,regular,Il macellaio taglia il fegato di maiale.,5,fegato,6,leader,fresco,brinco,ixhqvy
112,regular,Il macellaio taglia il fegato di maiale.,6,di,2,in,in,co,yb
112,regular,Il macellaio taglia il fegato di maiale.,7,maiale.,7,carica.,flotta.,pafare.,twtbnn.
112,syntv,Il macellaio taglia la fegato di maiale.,1,Il,2,Un,La,Ra,Cl
112,syntv,Il macellaio taglia la fegato di maiale.,2,macellaio,9,meccanico,ammettilo,celibrale,hvttkjmdp
112,syntv,Il macellaio taglia la fegato di maiale.,3,taglia,6,finirà,blocco,palire,fzmypc
112,syntv,Il macellaio taglia la fegato di maiale.,4,la,2,di,lo,gi,jy
112,syntv,Il macellaio taglia la fegato di maiale.,5,fegato,6,pulire,chiusi,mamiso,bdczck
112,syntv,Il macellaio taglia la fegato di maiale.,6,di,2,il,se,to,gl
112,syntv,Il macellaio taglia la fegato di maiale.,7,maiale.,7,motore.,follia.,biropo.,mkfrsr.
113,semv,Il militare lucida il capo di Stato.,1,Il,2,La,Un,Pe,Hg
113,semv,Il militare lucida il capo di Stato.,2,militare,8,proposta,occhiali,presermo,qbuzdddr
113,semv,Il militare lucida il capo di Stato.,3,lucida,6,intima,girate,fadamo,fnewlr
113,semv,Il militare lucida il capo di Stato.,4,il,2,la,ai,ei,fu
113,semv,Il militare lucida il capo di Stato.,5,capo,4,farò,aver,semo,xmhi
113,semv,Il militare lucida il capo di Stato.,6,di,2,se,ho,fi,eq
113,semv,Il militare lucida il capo di Stato.,7,Stato.,6,Posso.,Molto.,Drino.,Ugvre.
113,regular,Il militare scorta il capo di Stato.,1,Il,2,Un,Di,De,Yh
113,regular,Il militare scorta il capo di Stato.,2,militare,8,giornale,occupato,dospando,hnjsbebf
113,regular,Il militare scorta il capo di Stato.,3,scorta,6,scrive,sedile,enniva,kknfmy
113,regular,Il militare scorta il capo di Stato.,4,il,2,un,su,ba,ud
113,regular,Il militare scorta il capo di Stato.,5,capo,4,dato,auto,muni,pblv
113,regular,Il militare scorta il capo di Stato.,6,di,2,su,mi,vo,gd
113,regular,Il militare scorta il capo di Stato.,7,Stato.,6,Tutti.,Siamo.,Genno.,Dflmk.
113,syntv,Il militare scorta la capo di Stato.,1,Il,2,La,Un,En,Lm
113,syntv,Il militare scorta la capo di Stato.,2,militare,8,felicità,orecchie,benidera,gbdnccur
113,syntv,Il militare scorta la capo di Stato.,3,scorta,6,fatica,retino,ilonni,kgwapv
113,syntv,Il militare scorta la capo di Stato.,4,la,2,ad,su,de,cn
113,syntv,Il militare scorta la capo di Stato.,5,capo,4,aver,cane,leta,mfar
113,syntv,Il militare scorta la capo di Stato.,6,di,2,un,in,ol,ds
113,syntv,Il militare scorta la capo di Stato.,7,Stato.,6,Detto.,Prima.,Dredo.,Wfhtr.
114,regular,Il pagliaccio saluta il pubblico al circo.,1,Il,2,Un,La,Gi,Gk
114,regular,Il pagliaccio saluta il pubblico al circo.,2,pagliaccio,10,truffatore,coprifuoco,stallidire,bltntkyhds
114,regular,Il pagliaccio saluta il pubblico al circo.,3,saluta,6,scopre,favola,scogno,ngwvce
114,regular,Il pagliaccio saluta il pubblico al circo.,4,il,2,la,un,to,zl
